Date	High	Low	Close	Volume
2017.7.12	2445.76001	2435.75	2443.25	3171620000
2017.7.13	2449.320068	2441.689941	2447.830078	3067670000
2017.7.14	2463.540039	2446.689941	2459.27002	2736640000
2017.7.17	2462.820068	2457.159912	2459.139893	2793170000
2017.7.18	2460.919922	2450.340088	2460.610107	2962130000
2017.7.19	2473.830078	2463.850098	2473.830078	3059760000
2017.7.20	2477.620117	2468.429932	2473.449951	3182780000
2017.7.21	2472.540039	2465.060059	2472.540039	3059570000
2017.7.24	2473.100098	2466.320068	2469.909912	3010240000
2017.7.25	2481.23999	2474.909912	2477.129883	4108060000
2017.7.26	2481.689941	2474.939941	2477.830078	3557020000
2017.7.27	2484.040039	2459.929932	2475.419922	3995520000
2017.7.28	2473.530029	2464.659912	2472.100098	3294770000
2017.7.31	2477.959961	2468.530029	2470.300049	3469210000
2017.8.1	2478.51001	2471.139893	2476.350098	3460860000
2017.8.2	2480.379883	2466.47998	2477.570068	3478580000
2017.8.3	2476.030029	2468.850098	2472.159912	3645020000
2017.8.4	2480	2472.080078	2476.830078	3235140000
2017.8.7	2480.949951	2475.879883	2480.909912	2931780000
2017.8.8	2490.870117	2470.320068	2474.919922	3344640000
2017.8.9	2474.409912	2462.080078	2474.02002	3308060000
2017.8.10	2465.379883	2437.75	2438.209961	3621070000
2017.8.11	2448.090088	2437.850098	2441.320068	3159930000
2017.8.14	2468.219971	2454.959961	2465.840088	2822550000
2017.8.15	2468.899902	2461.610107	2464.610107	2913100000
2017.8.16	2474.929932	2463.860107	2468.110107	2953650000
2017.8.17	2465.02002	2430.01001	2430.01001	3142620000
2017.8.18	2440.27002	2420.689941	2425.550049	3415680000
2017.8.21	2430.580078	2417.350098	2428.370117	2788150000
2017.8.22	2454.77002	2433.669922	2452.51001	2777490000
2017.8.23	2448.909912	2441.419922	2444.040039	2785290000
2017.8.24	2450.389893	2436.189941	2438.969971	2846590000
2017.8.25	2453.959961	2442.219971	2443.050049	2588780000
2017.8.28	2449.120117	2439.030029	2444.23999	2677700000
2017.8.29	2449.189941	2428.199951	2446.300049	2737580000
2017.8.30	2460.310059	2443.77002	2457.590088	2633660000
2017.8.31	2475.01001	2462.649902	2471.649902	3348110000
2017.9.1	2480.379883	2473.850098	2476.550049	2710730000
2017.9.5	2471.969971	2446.550049	2457.850098	3490260000
2017.9.6	2469.639893	2459.199951	2465.540039	3374410000
2017.9.7	2468.620117	2460.290039	2465.100098	3353930000
2017.9.8	2467.110107	2459.399902	2461.429932	3302490000
2017.9.11	2488.949951	2474.52002	2488.110107	3291760000
2017.9.12	2496.77002	2490.370117	2496.47998	3230920000
2017.9.13	2498.370117	2492.139893	2498.370117	3368050000
2017.9.14	2498.429932	2491.350098	2495.620117	3414460000
2017.9.15	2500.22998	2493.159912	2500.22998	4853170000
2017.9.18	2508.320068	2499.919922	2503.870117	3194300000
2017.9.19	2507.840088	2503.189941	2506.649902	3249100000
2017.9.20	2508.850098	2496.669922	2508.23999	3530010000
2017.9.21	2507.159912	2499	2500.600098	2930860000
2017.9.22	2503.469971	2496.540039	2502.219971	2865960000
2017.9.25	2502.540039	2488.030029	2496.659912	3297890000
2017.9.26	2503.51001	2495.120117	2496.840088	3043110000
2017.9.27	2511.75	2495.909912	2507.040039	3456030000
2017.9.28	2510.810059	2502.929932	2510.060059	3168620000
2017.9.29	2519.439941	2507.98999	2519.360107	3211920000
2017.10.2	2529.22998	2520.399902	2529.120117	3199730000
2017.10.3	2535.129883	2528.850098	2534.580078	3068850000
2017.10.4	2540.530029	2531.800049	2537.73999	3017120000
2017.10.5	2552.51001	2540.02002	2552.070068	3045120000
2017.10.6	2549.409912	2543.790039	2549.330078	2884570000
2017.10.9	2551.820068	2541.600098	2544.72998	2483970000
2017.10.10	2555.22998	2544.860107	2550.639893	2960500000
2017.10.11	2555.23999	2547.949951	2555.23999	2976090000
2017.10.12	2555.330078	2548.310059	2550.929932	3151510000
2017.10.13	2557.649902	2552.090088	2553.169922	3149440000
2017.10.16	2559.469971	2552.639893	2557.639893	2916020000
2017.10.17	2559.709961	2554.689941	2559.360107	2889390000
2017.10.18	2564.110107	2559.669922	2561.26001	2998090000
2017.10.19	2562.360107	2547.919922	2562.100098	2990710000
2017.10.20	2575.439941	2567.560059	2575.209961	3384650000
2017.10.23	2578.290039	2564.330078	2564.97998	3211710000
2017.10.24	2572.179932	2565.580078	2569.129883	3427330000
2017.10.25	2567.399902	2544	2557.149902	3874510000
2017.10.26	2567.070068	2559.800049	2560.399902	3869050000
2017.10.27	2582.97998	2565.939941	2581.070068	3887110000
2017.10.30	2580.030029	2568.25	2572.830078	3658870000
2017.10.31	2578.290039	2572.149902	2575.26001	3827230000
2017.11.1	2588.399902	2574.919922	2579.360107	3813180000
2017.11.2	2581.110107	2566.169922	2579.850098	4048270000
2017.11.3	2588.419922	2576.77002	2587.840088	3567710000
2017.11.6	2593.379883	2585.659912	2591.129883	3539080000
2017.11.7	2597.02002	2584.350098	2590.639893	3809650000
2017.11.8	2595.469971	2585.02002	2594.379883	3899360000
2017.11.9	2586.5	2566.330078	2584.620117	3831610000
2017.11.10	2583.810059	2575.570068	2582.300049	3486910000
2017.11.13	2587.659912	2574.47998	2584.840088	3402930000
2017.11.14	2579.659912	2566.560059	2578.870117	3641760000
2017.11.15	2572.840088	2557.449951	2564.620117	3558890000
2017.11.16	2590.090088	2572.949951	2585.639893	3312710000
2017.11.17	2583.959961	2577.620117	2578.850098	3300160000
2017.11.20	2584.639893	2578.23999	2582.139893	3003540000
2017.11.21	2601.189941	2589.169922	2599.030029	3332720000
2017.11.22	2600.939941	2595.22998	2597.080078	2762950000
2017.11.24	2604.209961	2600.419922	2602.419922	1349780000
2017.11.27	2606.409912	2598.870117	2601.419922	3006860000
2017.11.28	2627.689941	2605.439941	2627.040039	3488420000
2017.11.29	2634.889893	2620.320068	2626.070068	4078280000
2017.11.30	2657.73999	2633.929932	2647.580078	4938490000
2017.12.1	2650.620117	2605.52002	2642.219971	3942320000
2017.12.4	2665.189941	2639.030029	2639.439941	4023150000
2017.12.5	2648.719971	2627.72998	2629.570068	3539040000
2017.12.6	2634.409912	2624.75	2629.27002	3229000000
2017.12.7	2640.98999	2626.530029	2636.97998	3292400000
2017.12.8	2651.649902	2644.100098	2651.5	3106150000
2017.12.11	2660.330078	2651.469971	2659.98999	3091950000
2017.12.12	2669.719971	2659.780029	2664.110107	3555680000
2017.12.13	2671.879883	2662.850098	2662.850098	3542370000
2017.12.14	2668.090088	2652.01001	2652.01001	3430030000
2017.12.15	2679.629883	2659.139893	2675.810059	5723920000
2017.12.18	2694.969971	2685.919922	2690.159912	3724660000
2017.12.19	2694.439941	2680.73999	2681.469971	3368590000
2017.12.20	2691.01001	2676.110107	2679.25	3241030000
2017.12.21	2692.639893	2682.399902	2684.570068	3273390000
2017.12.22	2685.350098	2678.129883	2683.340088	2399830000
2017.12.26	2682.73999	2677.959961	2680.5	1968780000
2017.12.27	2685.639893	2678.909912	2682.620117	2202080000
2017.12.28	2687.659912	2682.689941	2687.540039	2153330000
2017.12.29	2692.120117	2673.610107	2673.610107	2443490000
2018.1.2	2695.889893	2682.360107	2695.810059	3367250000
2018.1.3	2714.370117	2697.77002	2713.060059	3538660000
2018.1.4	2729.290039	2719.070068	2723.98999	3695260000
2018.1.5	2743.449951	2727.919922	2743.149902	3236620000
2018.1.8	2748.51001	2737.600098	2747.709961	3242650000
2018.1.9	2759.139893	2747.860107	2751.290039	3453480000
2018.1.10	2750.800049	2736.060059	2748.22998	3576350000
2018.1.11	2767.560059	2752.780029	2767.560059	3641320000
2018.1.12	2787.850098	2769.639893	2786.23999	3573970000
2018.1.16	2807.540039	2768.639893	2776.419922	4325970000
2018.1.17	2807.040039	2778.379883	2802.560059	3778050000
2018.1.18	2805.830078	2792.560059	2798.030029	3681470000
2018.1.19	2810.330078	2798.080078	2810.300049	3639430000
2018.1.22	2833.030029	2808.120117	2832.969971	3471780000
2018.1.23	2842.23999	2830.590088	2839.129883	3519650000
2018.1.24	2852.969971	2824.810059	2837.540039	4014070000
2018.1.25	2848.560059	2830.939941	2839.25	3835150000
2018.1.26	2872.870117	2846.179932	2872.870117	3443230000
2018.1.29	2870.620117	2851.47998	2853.530029	3573830000
2018.1.30	2837.75	2818.27002	2822.429932	3990650000
2018.1.31	2839.26001	2813.040039	2823.810059	4261280000
2018.2.1	2835.959961	2812.699951	2821.97998	3938450000
2018.2.2	2808.919922	2759.969971	2762.129883	4301130000
2018.2.5	2763.389893	2638.169922	2648.939941	5283460000
2018.2.6	2701.040039	2593.070068	2695.139893	5891660000
2018.2.7	2727.669922	2681.330078	2681.659912	4626570000
2018.2.8	2685.27002	2580.560059	2581	5305440000
2018.2.9	2638.669922	2532.689941	2619.550049	5680070000
2018.2.12	2672.610107	2622.449951	2656	4055790000
2018.2.13	2668.840088	2637.080078	2662.939941	3472870000
2018.2.14	2702.100098	2648.870117	2698.629883	4003740000
2018.2.15	2731.51001	2689.820068	2731.199951	3684910000
2018.2.16	2754.419922	2725.110107	2732.219971	3637460000
2018.2.20	2737.600098	2706.76001	2716.26001	3627610000
2018.2.21	2747.75	2701.290039	2701.330078	3779400000
2018.2.22	2731.26001	2697.77002	2703.959961	3701270000
2018.2.23	2747.76001	2713.73999	2747.300049	3189190000
2018.2.26	2780.639893	2753.780029	2779.600098	3424650000
2018.2.27	2789.149902	2744.219971	2744.280029	3745080000
2018.2.28	2761.52002	2713.540039	2713.830078	4230660000
2018.3.1	2730.889893	2659.649902	2677.669922	4503970000
2018.3.2	2696.25	2647.320068	2691.25	3882450000
2018.3.5	2728.090088	2675.75	2720.939941	3710810000
2018.3.6	2732.080078	2711.26001	2728.120117	3370690000
2018.3.7	2730.600098	2701.73999	2726.800049	3393270000
2018.3.8	2740.449951	2722.649902	2738.969971	3212320000
2018.3.9	2786.570068	2751.540039	2786.570068	3364100000
2018.3.12	2796.97998	2779.26001	2783.02002	3185020000
2018.3.13	2801.899902	2758.679932	2765.310059	3301650000
2018.3.14	2777.110107	2744.379883	2749.47998	3391360000
2018.3.15	2763.030029	2741.469971	2747.330078	3500330000
2018.3.16	2761.850098	2749.969971	2752.01001	5372340000
2018.3.19	2741.379883	2694.590088	2712.919922	3282130000
2018.3.20	2724.219971	2710.050049	2716.939941	3261030000
2018.3.21	2739.139893	2709.790039	2711.929932	3415510000
2018.3.22	2695.679932	2641.590088	2643.689941	3739800000
2018.3.23	2657.669922	2585.889893	2588.26001	3815080000
2018.3.26	2661.360107	2601.810059	2658.550049	3511100000
2018.3.27	2674.780029	2596.120117	2612.620117	3706350000
2018.3.28	2632.649902	2593.060059	2605	3864500000
2018.3.29	2659.070068	2609.719971	2640.870117	3565990000
2018.4.2	2638.300049	2553.800049	2581.879883	3598520000
2018.4.3	2619.139893	2575.48999	2614.449951	3392810000
2018.4.4	2649.860107	2573.610107	2644.689941	3350340000
2018.4.5	2672.080078	2649.580078	2662.840088	3178970000
2018.4.6	2656.879883	2586.27002	2604.469971	3299700000
2018.4.9	2653.550049	2610.790039	2613.159912	3062960000
2018.4.10	2665.449951	2635.780029	2656.870117	3543930000
2018.4.11	2661.429932	2639.25	2642.189941	3020760000
2018.4.12	2674.719971	2653.830078	2663.98999	3021320000
2018.4.13	2680.26001	2645.050049	2656.300049	2960910000
2018.4.16	2686.48999	2665.159912	2677.840088	3019700000
2018.4.17	2713.340088	2692.050049	2706.389893	3234360000
2018.4.18	2717.48999	2703.629883	2708.639893	3383410000
2018.4.19	2702.840088	2681.899902	2693.129883	3349370000
2018.4.20	2693.939941	2660.610107	2670.139893	3388590000
2018.4.23	2682.860107	2657.98999	2670.290039	3017480000
2018.4.24	2683.550049	2617.320068	2634.560059	3706740000
2018.4.25	2645.300049	2612.669922	2639.399902	3499440000
2018.4.26	2676.47998	2647.159912	2666.939941	3665720000
2018.4.27	2677.350098	2659.01001	2669.909912	3219030000
2018.4.30	2682.870117	2648.040039	2648.050049	3734530000
2018.5.1	2655.27002	2625.409912	2654.800049	3559850000
